food_portion_modifier,food_portion_gram_weight,food_portion_desription,food_portion_measure_unit_name,food_portion_measure_unit_abbreviation,active,ingredient_id
,244,1 cup,,,1,1868
,200,1 cup,,,1,1869
,200,Quantity not specified,,,1,1869
,140,1 cup,,,1,1870
,14.2,1 cubic inch,,,1,1870
,85,1 cake or patty,,,1,1870
,62,1 croquette,,,1,1870
,140,Quantity not specified,,,1,1870
,159,1 cup,,,1,1871
,80,Quantity not specified,,,1,1871
,140,1 cup,,,1,1872
,19,1 cubic inch,,,1,1872
,7,1 cocktail meatball,,,1,1872
,144,1 large or thick slice,,,1,1872
,42,1 large meatball,,,1,1872
,108,1 medium slice,,,1,1872
,28,1 medium meatball,,,1,1872
,86,1 small or thin slice,,,1,1872
,14,1 small meatball,,,1,1872
,140,Quantity not specified,,,1,1872
,178,1 cup,,,1,1873
,22,"1 oz, raw (yield after cooking)",,,1,1873
,28.35,"1 oz, cooked",,,1,1873
,19,1 cubic inch,,,1,1873
,9,1 cocktail meatball,,,1,1873
,183,1 large or thick slice,,,1,1873
,53,1 large meatball,,,1,1873
,36,1 medium meatball,,,1,1873
,137,1 medium slice,,,1,1873
,109,1 small or thin slice,,,1,1873
,18,1 small meatball,,,1,1873
,178,Quantity not specified,,,1,1873
,52,1 large (6 in 11 oz frozen package),,,1,1874
,26,1 small (12 in 11 oz frozen package),,,1,1874
,52,"1 clam, NFS",,,1,1874
,104,Quantity not specified,,,1,1874
,120,1 cake,,,1,1875
,63,1 ball,,,1,1875
,120,Quantity not specified,,,1,1875
,14.2,1 cubic inch,,,1,1876
,63,"1 cake (2-3/4"" dia, 3/4"" high)",,,1,1876
,122,Quantity not specified,,,1,1876
,14,1 cubic inch,,,1,1877
,120,1 cake or patty,,,1,1877
,120,Quantity not specified,,,1,1877
,227,1 cup,,,1,1878
,16,1 cubic inch,,,1,1878
,41,5 balls,,,1,1878
,68,1 piece with broth,,,1,1878
,114,Quantity not specified,,,1,1878
,140,1 cup,,,1,1879
,14.2,1 cubic inch,,,1,1879
,120,1 cake or patty,,,1,1879
,63,1 ball,,,1,1879
,120,Quantity not specified,,,1,1879
,150,1 cup,,,1,1880
,105,1 slice,,,1,1880
,105,Quantity not specified,,,1,1880
,224,1 cup,,,1,1881
,280,Quantity not specified,,,1,1881
,157,1 cup,,,1,1882
,196,Quantity not specified,,,1,1882
,224,1 cup,,,1,1883
,280,Quantity not specified,,,1,1883
,224,1 cup,,,1,1884
,280,Quantity not specified,,,1,1884
,224,1 cup,,,1,1885
,280,Quantity not specified,,,1,1885
,224,1 cup,,,1,1886
,280,Quantity not specified,,,1,1886
,224,1 cup,,,1,1887
,280,Quantity not specified,,,1,1887
,224,1 cup,,,1,1888
,224,Quantity not specified,,,1,1888
,120,1 cake or patty,,,1,1889
,120,Quantity not specified,,,1,1889
,120,1 cake or patty,,,1,1890
,120,Quantity not specified,,,1,1890
,40,1 fritter,,,1,1891
,120,Quantity not specified,,,1,1891
,105,1 slice,,,1,1892
,105,Quantity not specified,,,1,1892
,210,1 piece,,,1,1893
,135,Quantity not specified,,,1,1893
,400,1 lobster,,,1,1894
,135,Quantity not specified,,,1,1894
,30,1 clam,,,1,1895
,135,Quantity not specified,,,1,1895
,120,1 cake or patty,,,1,1896
,120,Quantity not specified,,,1,1896
,120,1 cake or patty,,,1,1897
,120,Quantity not specified,,,1,1897
,120,1 cake or patty,,,1,1898
,120,Quantity not specified,,,1,1898
,140,1 cup,,,1,1899
,16,1 stuffed shrimp,,,1,1899
,70,Quantity not specified,,,1,1899
,11.8,1 cubic inch,,,1,1900
,24,1/4 slice,,,1,1900
,24,"1 piece, NFS",,,1,1900
,48,1/2 slice,,,1,1900
,48,Quantity not specified,,,1,1900
,126,"1 cup, chunks or flakes",,,1,1901
,57,Quantity not specified,,,1,1901
,280,Quantity not specified,,,1,1902
,224,1 cup,,,1,1902
,224,1 cup,,,1,1903
,280,Quantity not specified,,,1,1903
,248,1 cup,,,1,1904
,310,Quantity not specified,,,1,1904
,159,1 cup,,,1,1905
,80,Quantity not specified,,,1,1905
,248,1 cup,,,1,1906
,310,Quantity not specified,,,1,1906
,248,1 cup,,,1,1907
,310,Quantity not specified,,,1,1907
,248,1 cup,,,1,1908
,310,Quantity not specified,,,1,1908
,224,1 cup,,,1,1909
,280,Quantity not specified,,,1,1909
,224,1 cup,,,1,1910
,280,Quantity not specified,,,1,1910
,212,1 cup,,,1,1911
,106,Quantity not specified,,,1,1911
,140,1 cup,,,1,1912
,19,1 cubic inch,,,1,1912
,7,1 cocktail meatball,,,1,1912
,42,1 large meatball,,,1,1912
,144,1 large slice,,,1,1912
,28,1 medium meatball,,,1,1912
,108,1 medium slice,,,1,1912
,86,1 small or thin slice,,,1,1912
,14,1 small meatball,,,1,1912
,84,Quantity not specified,,,1,1912
,43,1 meatball with sauce,,,1,1913
,129,Quantity not specified,,,1,1913
,235,1 cup,,,1,1913
,22,"1 oz, raw (yield after cooking)",,,1,1914
,19,1 cubic inch,,,1,1914
,7,1 cocktail meatball,,,1,1914
,134,1 large patty,,,1,1914
,140,1 cup,,,1,1914
,42,1 large meatball,,,1,1914
,144,1 large slice,,,1,1914
,28,1 medium meatball,,,1,1914
,101,1 medium patty,,,1,1914
,108,1 medium slice,,,1,1914
,14,1 small meatball,,,1,1914
,81,1 small patty,,,1,1914
,86,1 small or thin slice,,,1,1914
,84,Quantity not specified,,,1,1914
,140,1 cup,,,1,1915
,22,"1 oz, raw (yield after cooking)",,,1,1915
,19,1 cubic inch,,,1,1915
,42,1 large meatball,,,1,1915
,134,1 large patty,,,1,1915
,144,1 large slice,,,1,1915
,101,1 medium patty,,,1,1915
,7,1 cocktail meatball,,,1,1915
,28,1 medium meatball,,,1,1915
,108,1 medium slice,,,1,1915
,14,1 small meatball,,,1,1915
,86,1 small or thin slice,,,1,1915
,81,1 small patty,,,1,1915
,84,Quantity not specified,,,1,1915
,178,1 cup,,,1,1916
,28.35,"1 oz, cooked",,,1,1916
,22,"1 oz, raw (yield after cooking)",,,1,1916
,19,1 cubic inch,,,1,1916
,9,1 cocktail meatball,,,1,1916
,53,1 large meatball,,,1,1916
,170,1 large patty,,,1,1916
,183,1 large slice,,,1,1916
,36,1 medium meatball,,,1,1916
,128,1 medium patty,,,1,1916
,137,1 medium slice,,,1,1916
,103,1 small patty,,,1,1916
,18,1 small meatball,,,1,1916
,108,Quantity not specified,,,1,1916
,109,1 small or thin slice,,,1,1916
,190,1 cup,,,1,1917
,142,Quantity not specified,,,1,1917
,175,1 cup,,,1,1918
,131,Quantity not specified,,,1,1918
,250,1 cup,,,1,1919
,187,Quantity not specified,,,1,1919
,120,"1 serving (2 fritters, 3-1/2"" x 2-1/2"" x 1/2"")",,,1,1920
,120,Quantity not specified,,,1,1920
,222,1 cup,,,1,1921
,166,Quantity not specified,,,1,1921
,162,1 cup,,,1,1922
,121,Quantity not specified,,,1,1922
,162,1 cup,,,1,1923
,121,Quantity not specified,,,1,1923
,162,1 cup,,,1,1924
,121,Quantity not specified,,,1,1924
,162,1 cup,,,1,1925
,121,Quantity not specified,,,1,1925
,252,1 cup,,,1,1926
,680,1 can (24 oz),,,1,1926
,189,Quantity not specified,,,1,1926
,252,1 cup,,,1,1927
,189,Quantity not specified,,,1,1927
,252,1 cup,,,1,1928
,189,Quantity not specified,,,1,1928
,243,1 cup,,,1,1929
,182,Quantity not specified,,,1,1929
,252,1 cup,,,1,1930
,189,Quantity not specified,,,1,1930
,252,1 cup,,,1,1931
,189,Quantity not specified,,,1,1931
,189,Quantity not specified,,,1,1932
,252,1 cup,,,1,1932
,252,1 cup,,,1,1933
,189,Quantity not specified,,,1,1933
,252,1 cup,,,1,1934
,189,Quantity not specified,,,1,1934
,189,Quantity not specified,,,1,1935
,252,1 cup,,,1,1935
,252,1 cup,,,1,1936
,189,Quantity not specified,,,1,1936
,252,1 cup,,,1,1937
,189,Quantity not specified,,,1,1937
,252,1 cup,,,1,1938
,189,Quantity not specified,,,1,1938
,252,1 cup,,,1,1939
,189,Quantity not specified,,,1,1939
,162,1 cup,,,1,1940
,202,Quantity not specified,,,1,1940
,252,1 cup,,,1,1941
,189,Quantity not specified,,,1,1941
,162,1 cup,,,1,1942
,202,Quantity not specified,,,1,1942
,220,1 cup,,,1,1943
,220,Quantity not specified,,,1,1943
,217,1 cup,,,1,1944
,217,Quantity not specified,,,1,1944
,217,1 cup,,,1,1945
,217,Quantity not specified,,,1,1945
,249,1 cup,,,1,1946
,311,Quantity not specified,,,1,1946
,249,1 cup,,,1,1947
,311,Quantity not specified,,,1,1947
,249,1 cup,,,1,1948
,311,Quantity not specified,,,1,1948
,249,1 cup,,,1,1949
,311,Quantity not specified,,,1,1949
,249,1 cup,,,1,1950
,311,Quantity not specified,,,1,1950
,249,1 cup,,,1,1951
,311,Quantity not specified,,,1,1951
,162,1 cup,,,1,1952
,202,Quantity not specified,,,1,1952
,162,1 cup,,,1,1953
,202,Quantity not specified,,,1,1953
,249,1 cup,,,1,1954
,311,Quantity not specified,,,1,1954
,249,1 cup,,,1,1955
,311,Quantity not specified,,,1,1955
,162,1 cup,,,1,1956
,103,1 cabbage roll,,,1,1956
,202,Quantity not specified,,,1,1956
,249,1 cup,,,1,1957
,311,Quantity not specified,,,1,1957
,249,1 cup,,,1,1958
,311,Quantity not specified,,,1,1958
,249,1 cup,,,1,1959
,311,Quantity not specified,,,1,1959
,249,1 cup,,,1,1960
,311,Quantity not specified,,,1,1960
,249,1 cup,,,1,1961
,311,Quantity not specified,,,1,1961
,249,1 cup,,,1,1962
,311,Quantity not specified,,,1,1962
,162,1 cup,,,1,1963
,21,1 roll,,,1,1963
,202,Quantity not specified,,,1,1963
,217,1 cup,,,1,1964
,217,Quantity not specified,,,1,1964
,217,1 cup,,,1,1965
,217,Quantity not specified,,,1,1965
,252,1 cup,,,1,1966
,10,1 cubic inch,,,1,1966
,454,"1 pie (16 oz, frozen, Hungry Man)",,,1,1966
,417,"1 pie (8"" dia)",,,1,1966
,227,"1 pie (8 oz, frozen, 4""-5"" dia)",,,1,1966
,227,"1 pie, NFS",,,1,1966
,189,Quantity not specified,,,1,1966
,637,"1 pie (9"" dia)",,,1,1966
,249,1 cup,,,1,1967
,187,Quantity not specified,,,1,1967
,249,1 cup,,,1,1968
,187,Quantity not specified,,,1,1968
,250,"1 pepper (3-1/2"" x 3-1/2"" x 2"")",,,1,1969
,250,Quantity not specified,,,1,1969
,162,1 cup,,,1,1970
,202,Quantity not specified,,,1,1970
,162,1 cup,,,1,1971
,202,Quantity not specified,,,1,1971
,241,1 cup,,,1,1972
,301,Quantity not specified,,,1,1972
,162,1 cup,,,1,1973
,121,Quantity not specified,,,1,1973
,252,1 cup,,,1,1974
,632,1 pie,,,1,1974
,105,1 piece (1/6 of pie),,,1,1974
,189,Quantity not specified,,,1,1974
,10,1 cubic inch,,,1,1974
,249,1 cup,,,1,1975
,311,Quantity not specified,,,1,1975
,249,1 cup,,,1,1976
,311,Quantity not specified,,,1,1976
,249,1 cup,,,1,1977
,311,Quantity not specified,,,1,1977
,252,1 cup,,,1,1978
,189,Quantity not specified,,,1,1978
,252,1 cup,,,1,1979
,189,Quantity not specified,,,1,1979
,252,1 cup,,,1,1980
,189,Quantity not specified,,,1,1980
,252,1 cup,,,1,1981
,189,Quantity not specified,,,1,1981
,252,1 cup,,,1,1982
,189,Quantity not specified,,,1,1982
,162,1 cup,,,1,1983
,121,Quantity not specified,,,1,1983
,220,1 cup,,,1,1984
,220,Quantity not specified,,,1,1984
,252,1 cup,,,1,1985
,189,Quantity not specified,,,1,1985
,217,1 cup,,,1,1986
,217,Quantity not specified,,,1,1986
,217,1 cup,,,1,1987
,217,Quantity not specified,,,1,1987
,249,1 cup,,,1,1988
,311,Quantity not specified,,,1,1988
,249,1 cup,,,1,1989
,311,Quantity not specified,,,1,1989
,162,1 cup,,,1,1990
,121,Quantity not specified,,,1,1990
,162,1 cup,,,1,1991
,121,Quantity not specified,,,1,1991
,244,Quantity not specified,,,1,1992
,244,1 cup,,,1,1992
,243,1 cup,,,1,1993
,182,Quantity not specified,,,1,1993
,608,"1 pie (8"" dia)",,,1,1993
,189,Quantity not specified,,,1,1994
,252,1 cup,,,1,1994
,252,1 cup,,,1,1995
,315,Quantity not specified,,,1,1995
,252,1 cup,,,1,1996
,315,Quantity not specified,,,1,1996
,252,1 cup,,,1,1997
,315,Quantity not specified,,,1,1997
,252,1 cup,,,1,1998
,189,Quantity not specified,,,1,1998
,162,1 cup,,,1,1999
,21,1 roll,,,1,1999
,202,Quantity not specified,,,1,1999
,252,1 cup,,,1,2000
,189,Quantity not specified,,,1,2000
,252,1 cup,,,1,2001
,189,Quantity not specified,,,1,2001
,230,1 cup,,,1,2002
,230,Quantity not specified,,,1,2002
,252,1 cup,,,1,2003
,189,Quantity not specified,,,1,2003
,252,1 cup,,,1,2004
,189,Quantity not specified,,,1,2004
,189,Quantity not specified,,,1,2005
,252,1 cup,,,1,2005
,219,"1 cup, NFS",,,1,2006
,219,"1 cup, boneless",,,1,2006
,177,1 cup (yield after bone removed),,,1,2006
,164,Quantity not specified,,,1,2006
,252,1 cup,,,1,2007
,189,Quantity not specified,,,1,2007
,252,1 cup,,,1,2008
,189,Quantity not specified,,,1,2008
,252,1 cup,,,1,2009
,189,Quantity not specified,,,1,2009
,252,1 cup,,,1,2010
,189,Quantity not specified,,,1,2010
,311,Quantity not specified,,,1,2011
,249,1 cup,,,1,2011
,249,1 cup,,,1,2012
,311,Quantity not specified,,,1,2012
,531,1 KFC Bowl,,,1,2013
,531,Quantity not specified,,,1,2013
,162,1 cup,,,1,2014
,162,Quantity not specified,,,1,2014
,162,1 cup,,,1,2015
,162,Quantity not specified,,,1,2015
,252,1 cup,,,1,2016
,252,Quantity not specified,,,1,2016
,252,1 cup,,,1,2017
,252,Quantity not specified,,,1,2017
,252,1 cup,,,1,2018
,252,Quantity not specified,,,1,2018
,252,1 cup,,,1,2019
,252,Quantity not specified,,,1,2019
,252,1 cup,,,1,2020
,252,Quantity not specified,,,1,2020
,252,1 cup,,,1,2021
,252,Quantity not specified,,,1,2021
,252,1 cup,,,1,2022
,252,Quantity not specified,,,1,2022
,252,1 cup,,,1,2023
,252,Quantity not specified,,,1,2023
,252,1 cup,,,1,2024
,252,Quantity not specified,,,1,2024
,252,1 cup,,,1,2025
,252,Quantity not specified,,,1,2025
,247,1 cup,,,1,2026
,247,Quantity not specified,,,1,2026
,247,1 cup,,,1,2027
,247,Quantity not specified,,,1,2027
,162,1 cup,,,1,2028
,202,Quantity not specified,,,1,2028
,162,1 cup,,,1,2029
,202,Quantity not specified,,,1,2029
,224,1 cup,,,1,2030
,280,Quantity not specified,,,1,2030
,224,1 cup,,,1,2031
,280,Quantity not specified,,,1,2031
,224,1 cup,,,1,2032
,280,Quantity not specified,,,1,2032
,224,1 cup,,,1,2033
,280,Quantity not specified,,,1,2033
,224,1 cup,,,1,2034
,280,Quantity not specified,,,1,2034
,224,1 cup,,,1,2035
,280,Quantity not specified,,,1,2035
,220,1 cup,,,1,2036
,220,Quantity not specified,,,1,2036
,244,1 cup,,,1,2037
,305,Quantity not specified,,,1,2037
,244,1 cup,,,1,2038
,305,Quantity not specified,,,1,2038
,162,1 cup,,,1,2039
,202,Quantity not specified,,,1,2039
,252,1 cup,,,1,2040
,315,Quantity not specified,,,1,2040
,162,1 cup,,,1,2041
,202,Quantity not specified,,,1,2041
,252,1 cup,,,1,2042
,315,Quantity not specified,,,1,2042
,384,1 KFC Bowl,,,1,2043
,480,Quantity not specified,,,1,2043
,217,1 cup,,,1,2044
,499,1 Jack-in-the-Box Bowl,,,1,2044
,217,Quantity not specified,,,1,2044
,217,Quantity not specified,,,1,2045
,217,1 cup,,,1,2045
,252,1 cup,,,1,2046
,315,Quantity not specified,,,1,2046
,252,1 cup,,,1,2047
,315,Quantity not specified,,,1,2047
,249,1 cup,,,1,2048
,311,Quantity not specified,,,1,2048
,249,1 cup,,,1,2049
,311,Quantity not specified,,,1,2049
,249,1 cup,,,1,2050
,311,Quantity not specified,,,1,2050
,249,1 cup,,,1,2051
,311,Quantity not specified,,,1,2051
,162,1 cup,,,1,2052
,162,Quantity not specified,,,1,2052
,162,Quantity not specified,,,1,2053
,162,1 cup,,,1,2053
,244,1 cup,,,1,2054
,244,Quantity not specified,,,1,2054
,244,1 cup,,,1,2055
,244,Quantity not specified,,,1,2055
,249,Quantity not specified,,,1,2056
,249,1 cup,,,1,2056
,252,1 cup,,,1,2057
,10,1 cubic inch,,,1,2057
,454,"1 pie (16 oz, frozen, Hungry Man)",,,1,2057
,637,"1 pie (9"" dia)",,,1,2057
,227,"1 pie (8 oz, frozen, 4""-5"" dia)",,,1,2057
,227,"1 pie, NFS",,,1,2057
,252,Quantity not specified,,,1,2057
,417,"1 pie (8"" dia)",,,1,2057
,249,Quantity not specified,,,1,2058
,249,1 cup,,,1,2058
,223,"1 cup, boneless",,,1,2059
,223,"1 cup, NFS",,,1,2059
,196,1 cup (yield after bone removed),,,1,2059
,223,Quantity not specified,,,1,2059
,240,1 cup,,,1,2060
,300,Quantity not specified,,,1,2060
,252,1 cup,,,1,2061
,126,Quantity not specified,,,1,2061
,220,Quantity not specified,,,1,2062
,220,1 cup,,,1,2062
,243,1 cup,,,1,2063
,304,Quantity not specified,,,1,2063
,252,1 cup,,,1,2064
,10,1 cubic inch,,,1,2064
,769,1 pie,,,1,2064
,128,1 piece (1/6 of pie),,,1,2064
,128,Quantity not specified,,,1,2064
,244,1 cup,,,1,2065
,305,Quantity not specified,,,1,2065
,244,1 cup,,,1,2066
,305,Quantity not specified,,,1,2066
,227,1 cup,,,1,2067
,114,Quantity not specified,,,1,2067
,224,1 cup,,,1,2068
,280,Quantity not specified,,,1,2068
,10,1 cubic inch,,,1,2069
,656,1 pie,,,1,2069
,109,1 piece (1/6 of pie),,,1,2069
,109,Quantity not specified,,,1,2069
,252,1 cup,,,1,2070
,126,Quantity not specified,,,1,2070
,224,1 cup,,,1,2071
,280,Quantity not specified,,,1,2071
,86,Quantity not specified,,,1,2072
,173,1 cup,,,1,2072
,200,1 cup,,,1,2073
,100,Quantity not specified,,,1,2073
,252,1 cup,,,1,2074
,189,Quantity not specified,,,1,2074
,249,1 cup,,,1,2075
,187,Quantity not specified,,,1,2075
,10,1 cubic inch,,,1,2076
,715,1 pie,,,1,2076
,119,Quantity not specified,,,1,2076
,119,1 piece (1/6 of pie),,,1,2076
,220,1 cup,,,1,2077
,220,Quantity not specified,,,1,2077
,175,1 cup,,,1,2078
,88,Quantity not specified,,,1,2078
,240,1 cup,,,1,2079
,300,Quantity not specified,,,1,2079
,243,1 cup,,,1,2080
,182,Quantity not specified,,,1,2080
,220,1 cup,,,1,2081
,220,Quantity not specified,,,1,2081
,165,1 cup,,,1,2082
,124,Quantity not specified,,,1,2082
,280,1 cup,,,1,2083
,210,Quantity not specified,,,1,2083
,244,1 cup,,,1,2084
,305,Quantity not specified,,,1,2084
,162,1 cup,,,1,2085
,121,Quantity not specified,,,1,2085
,244,1 cup,,,1,2086
,305,Quantity not specified,,,1,2086
,162,1 cup,,,1,2087
,121,Quantity not specified,,,1,2087
,154,1 cup,,,1,2088
,202,1 shishkabob,,,1,2088
,115,Quantity not specified,,,1,2088
,249,1 cup,,,1,2089
,187,Quantity not specified,,,1,2089
,249,1 cup,,,1,2090
,227,1 large piece with sauce,,,1,2090
,170,1 medium piece with sauce,,,1,2090
,113,1 small piece with sauce,,,1,2090
,187,Quantity not specified,,,1,2090
,134,1 beef roll,,,1,2091
,134,Quantity not specified,,,1,2091
,249,1 cup,,,1,2092
,187,Quantity not specified,,,1,2092
,252,1 cup,,,1,2093
,189,Quantity not specified,,,1,2093
,252,1 cup,,,1,2094
,189,Quantity not specified,,,1,2094
,217,1 cup,,,1,2095
,163,Quantity not specified,,,1,2095
,163,Quantity not specified,,,1,2096
,217,1 cup,,,1,2096
,163,Quantity not specified,,,1,2097
,217,1 cup,,,1,2097
,217,1 cup,,,1,2098
,163,Quantity not specified,,,1,2098
,217,1 cup,,,1,2099
,163,Quantity not specified,,,1,2099
,220,1 cup,,,1,2100
,165,Quantity not specified,,,1,2100
,162,1 cup,,,1,2101
,121,Quantity not specified,,,1,2101
,217,1 cup,,,1,2102
,163,Quantity not specified,,,1,2102
,217,1 cup,,,1,2103
,163,Quantity not specified,,,1,2103
,189,Quantity not specified,,,1,2104
,252,1 cup,,,1,2104
,163,Quantity not specified,,,1,2105
,217,1 cup,,,1,2105
,190,1 cup,,,1,2106
,21,"1 oz, raw (yield after cooking)",,,1,2106
,85,1 medium patty,,,1,2106
,68,1 small patty,,,1,2106
,143,Quantity not specified,,,1,2106
,113,1 large patty,,,1,2106
,182,1 cup,,,1,2107
,136,Quantity not specified,,,1,2107
,204,1 cup,,,1,2108
,153,Quantity not specified,,,1,2108
,252,1 cup,,,1,2109
,189,Quantity not specified,,,1,2109
,162,1 cup,,,1,2110
,121,Quantity not specified,,,1,2110
,252,1 cup,,,1,2111
,189,Quantity not specified,,,1,2111
,133,1 cup,,,1,2112
,100,Quantity not specified,,,1,2112
,195,1 cup,,,1,2113
,146,Quantity not specified,,,1,2113
,235,1 cup,,,1,2114
,176,Quantity not specified,,,1,2114
,179,1 cup,,,1,2115
,134,Quantity not specified,,,1,2115
,200,1 cup,,,1,2116
,150,Quantity not specified,,,1,2116
,147,1 cup,,,1,2117
,120,1 frankfurter with sauerkraut,,,1,2117
,110,Quantity not specified,,,1,2117
,182,1 cup,,,1,2118
,137,Quantity not specified,,,1,2118
,162,1 cup,,,1,2119
,121,Quantity not specified,,,1,2119
,144,1 cup,,,1,2120
,108,Quantity not specified,,,1,2120
,252,1 cup,,,1,2121
,189,Quantity not specified,,,1,2121
,121,Quantity not specified,,,1,2122
,162,1 cup,,,1,2122
,121,Quantity not specified,,,1,2123
,162,1 cup,,,1,2123
,217,1 cup,,,1,2124
,163,Quantity not specified,,,1,2124
,151,1 cup,,,1,2125
,113,Quantity not specified,,,1,2125
,256,1 cup,,,1,2126
,192,Quantity not specified,,,1,2126
,190,1 cup,,,1,2127
,142,Quantity not specified,,,1,2127
,121,Quantity not specified,,,1,2128
,162,1 cup,,,1,2128
,162,1 cup,,,1,2129
,122,Quantity not specified,,,1,2129
,162,1 cup,,,1,2130
,121,Quantity not specified,,,1,2130
,220,1 cup,,,1,2131
,165,Quantity not specified,,,1,2131
,249,1 cup,,,1,2132
,187,Quantity not specified,,,1,2132
,249,1 cup,,,1,2133
,187,Quantity not specified,,,1,2133
,249,1 cup,,,1,2134
,187,Quantity not specified,,,1,2134
,217,1 cup,,,1,2135
,163,Quantity not specified,,,1,2135
,249,1 cup,,,1,2136
,187,Quantity not specified,,,1,2136
,154,1 cup,,,1,2137
,115,Quantity not specified,,,1,2137
,217,1 cup,,,1,2138
,163,Quantity not specified,,,1,2138
,217,1 cup,,,1,2139
,163,Quantity not specified,,,1,2139
,154,1 cup,,,1,2140
,202,1 shishkabob,,,1,2140
